# Value averages  
# Time            	momentum_x        	momentum_y        	momentum_z        
0.01947	5.0202500010e-03	8.9599515211e-10	-6.4335291029e-09
0.01948	5.0202500010e-03	8.9553519567e-10	-6.4302264699e-09
0.01949	5.0202500010e-03	8.9507571122e-10	-6.4269272259e-09
0.0195	5.0202500010e-03	8.9461669803e-10	-6.4236313658e-09
0.01951	5.0202500010e-03	8.9415815539e-10	-6.4203388843e-09
0.01952	5.0202500010e-03	8.9370008256e-10	-6.4170497763e-09
0.01953	5.0202500010e-03	8.9324247883e-10	-6.4137640365e-09
0.01954	5.0202500010e-03	8.9278534348e-10	-6.4104816598e-09
0.01955	5.0202500010e-03	8.9232867579e-10	-6.4072026411e-09
0.01956	5.0202500010e-03	8.9187247503e-10	-6.4039269751e-09
0.01957	5.0202500010e-03	8.9141674050e-10	-6.4006546568e-09
0.01958	5.0202500010e-03	8.9096147148e-10	-6.3973856809e-09
0.01959	5.0202500010e-03	8.9050666726e-10	-6.3941200425e-09
0.0196	5.0202500010e-03	8.9005232712e-10	-6.3908577364e-09
0.01961	5.0202500010e-03	8.8959845036e-10	-6.3875987574e-09
0.01962	5.0202500010e-03	8.8914503627e-10	-6.3843431006e-09
0.01963	5.0202500010e-03	8.8869208414e-10	-6.3810907607e-09
0.01964	5.0202500010e-03	8.8823959326e-10	-6.3778417328e-09
0.01965	5.0202500010e-03	8.8778756293e-10	-6.3745960119e-09
0.01966	5.0202500010e-03	8.8733599245e-10	-6.3713535927e-09
0.01967	5.0202500010e-03	8.8688488112e-10	-6.3681144704e-09
0.01968	5.0202500010e-03	8.8643422823e-10	-6.3648786399e-09
0.01969	5.0202500010e-03	8.8598403309e-10	-6.3616460961e-09
0.0197	5.0202500010e-03	8.8553429501e-10	-6.3584168342e-09
0.01971	5.0202500010e-03	8.8508501327e-10	-6.3551908490e-09
0.01972	5.0202500010e-03	8.8463618720e-10	-6.3519681355e-09
0.01973	5.0202500010e-03	8.8418781610e-10	-6.3487486889e-09
0.01974	5.0202500010e-03	8.8373989927e-10	-6.3455325042e-09
0.01975	5.0202500010e-03	8.8329243603e-10	-6.3423195764e-09
0.01976	5.0202500010e-03	8.8284542569e-10	-6.3391099005e-09
0.01977	5.0202500010e-03	8.8239886756e-10	-6.3359034716e-09
0.01978	5.0202500010e-03	8.8195276095e-10	-6.3327002848e-09
0.01979	5.0202500010e-03	8.8150710519e-10	-6.3295003352e-09
0.0198	5.0202500010e-03	8.8106189958e-10	-6.3263036178e-09
0.01981	5.0202500010e-03	8.8061714344e-10	-6.3231101279e-09
0.01982	5.0202500010e-03	8.8017283611e-10	-6.3199198604e-09
0.01983	5.0202500010e-03	8.7972897688e-10	-6.3167328105e-09
0.01984	5.0202500010e-03	8.7928556510e-10	-6.3135489734e-09
0.01985	5.0202500010e-03	8.7884260008e-10	-6.3103683442e-09
0.01986	5.0202500010e-03	8.7840008115e-10	-6.3071909181e-09
0.01987	5.0202500010e-03	8.7795800763e-10	-6.3040166901e-09
0.01988	5.0202500010e-03	8.7751637885e-10	-6.3008456556e-09
0.01989	5.0202500010e-03	8.7707519415e-10	-6.2976778096e-09
0.0199	5.0202500010e-03	8.7663445285e-10	-6.2945131474e-09
0.01991	5.0202500010e-03	8.7619415428e-10	-6.2913516641e-09
0.01992	5.0202500010e-03	8.7575429777e-10	-6.2881933551e-09
0.01993	5.0202500010e-03	8.7531488267e-10	-6.2850382154e-09
0.01994	5.0202500010e-03	8.7487590831e-10	-6.2818862404e-09
0.01995	5.0202500010e-03	8.7443737402e-10	-6.2787374252e-09
0.01996	5.0202500010e-03	8.7399927914e-10	-6.2755917652e-09
0.01997	5.0202500010e-03	8.7356162302e-10	-6.2724492555e-09
0.01998	5.0202500010e-03	8.7312440499e-10	-6.2693098915e-09
0.01999	5.0202500010e-03	8.7268762439e-10	-6.2661736685e-09
0.02	5.0202500010e-03	8.7225128058e-10	-6.2630405816e-09
0.02001	5.0202500010e-03	8.7181537289e-10	-6.2599106263e-09
0.02002	5.0202500010e-03	8.7137990068e-10	-6.2567837978e-09
0.02003	5.0202500010e-03	8.7094486329e-10	-6.2536600915e-09
0.02004	5.0202500010e-03	8.7051026006e-10	-6.2505395026e-09
0.02005	5.0202500010e-03	8.7007609036e-10	-6.2474220266e-09
0.02006	5.0202500010e-03	8.6964235352e-10	-6.2443076587e-09
0.02007	5.0202500010e-03	8.6920904891e-10	-6.2411963943e-09
0.02008	5.0202500010e-03	8.6877617588e-10	-6.2380882287e-09
0.02009	5.0202500010e-03	8.6834373378e-10	-6.2349831574e-09
0.0201	5.0202500010e-03	8.6791172197e-10	-6.2318811758e-09
0.02011	5.0202500010e-03	8.6748013981e-10	-6.2287822791e-09
0.02012	5.0202500010e-03	8.6704898666e-10	-6.2256864629e-09
0.02013	5.0202500010e-03	8.6661826188e-10	-6.2225937225e-09
0.02014	5.0202500010e-03	8.6618796483e-10	-6.2195040533e-09
0.02015	5.0202500010e-03	8.6575809487e-10	-6.2164174508e-09
0.02016	5.0202500010e-03	8.6532865137e-10	-6.2133339104e-09
0.02017	5.0202500010e-03	8.6489963369e-10	-6.2102534275e-09
0.02018	5.0202500010e-03	8.6447104121e-10	-6.2071759977e-09
0.02019	5.0202500010e-03	8.6404287328e-10	-6.2041016163e-09
0.0202	5.0202500010e-03	8.6361512929e-10	-6.2010302789e-09
0.02021	5.0202500010e-03	8.6318780859e-10	-6.1979619808e-09
0.02022	5.0202500010e-03	8.6276091056e-10	-6.1948967178e-09
0.02023	5.0202500010e-03	8.6233443458e-10	-6.1918344851e-09
0.02024	5.0202500010e-03	8.6190838002e-10	-6.1887752783e-09
0.02025	5.0202500010e-03	8.6148274625e-10	-6.1857190930e-09
0.02026	5.0202500010e-03	8.6105753266e-10	-6.1826659246e-09
0.02027	5.0202500010e-03	8.6063273861e-10	-6.1796157688e-09
0.02028	5.0202500010e-03	8.6020836349e-10	-6.1765686210e-09
0.02029	5.0202500010e-03	8.5978440668e-10	-6.1735244767e-09
0.0203	5.0202500010e-03	8.5936086757e-10	-6.1704833317e-09
0.02031	5.0202500010e-03	8.5893774553e-10	-6.1674451813e-09
0.02032	5.0202500010e-03	8.5851503994e-10	-6.1644100213e-09
0.02033	5.0202500010e-03	8.5809275020e-10	-6.1613778472e-09
0.02034	5.0202500010e-03	8.5767087569e-10	-6.1583486545e-09
0.02035	5.0202500010e-03	8.5724941580e-10	-6.1553224390e-09
0.02036	5.0202500010e-03	8.5682836992e-10	-6.1522991961e-09
0.02037	5.0202500010e-03	8.5640773744e-10	-6.1492789216e-09
0.02038	5.0202500010e-03	8.5598751774e-10	-6.1462616110e-09
0.02039	5.0202500010e-03	8.5556771023e-10	-6.1432472601e-09
0.0204	5.0202500010e-03	8.5514831430e-10	-6.1402358644e-09
0.02041	5.0202500010e-03	8.5472932933e-10	-6.1372274195e-09
0.02042	5.0202500010e-03	8.5431075473e-10	-6.1342219213e-09
0.02043	5.0202500010e-03	8.5389258990e-10	-6.1312193653e-09
0.02044	5.0202500010e-03	8.5347483423e-10	-6.1282197472e-09
0.02045	5.0202500010e-03	8.5305748712e-10	-6.1252230627e-09
0.02046	5.0202500010e-03	8.5264054798e-10	-6.1222293076e-09
0.02047	5.0202500010e-03	8.5222401620e-10	-6.1192384774e-09
0.02048	5.0202500010e-03	8.5180789119e-10	-6.1162505680e-09
0.02049	5.0202500010e-03	8.5139217236e-10	-6.1132655751e-09
0.0205	5.0202500010e-03	8.5097685910e-10	-6.1102834943e-09
0.02051	5.0202500010e-03	8.5056195084e-10	-6.1073043215e-09
0.02052	5.0202500010e-03	8.5014744696e-10	-6.1043280523e-09
0.02053	5.0202500010e-03	8.4973334689e-10	-6.1013546826e-09
0.02054	5.0202500010e-03	8.4931965003e-10	-6.0983842080e-09
0.02055	5.0202500010e-03	8.4890635580e-10	-6.0954166245e-09
0.02056	5.0202500010e-03	8.4849346360e-10	-6.0924519277e-09
0.02057	5.0202500010e-03	8.4808097285e-10	-6.0894901134e-09
0.02058	5.0202500010e-03	8.4766888298e-10	-6.0865311775e-09
0.02059	5.0202500010e-03	8.4725719338e-10	-6.0835751157e-09
0.0206	5.0202500010e-03	8.4684590348e-10	-6.0806219239e-09
0.02061	5.0202500010e-03	8.4643501269e-10	-6.0776715979e-09
0.02062	5.0202500010e-03	8.4602452045e-10	-6.0747241335e-09
0.02063	5.0202500010e-03	8.4561442616e-10	-6.0717795266e-09
0.02064	5.0202500010e-03	8.4520472925e-10	-6.0688377729e-09
0.02065	5.0202500010e-03	8.4479542913e-10	-6.0658988684e-09
0.02066	5.0202500010e-03	8.4438652525e-10	-6.0629628090e-09
0.02067	5.0202500010e-03	8.4397801701e-10	-6.0600295904e-09
0.02068	5.0202500010e-03	8.4356990385e-10	-6.0570992086e-09
0.02069	5.0202500010e-03	8.4316218519e-10	-6.0541716594e-09
0.0207	5.0202500010e-03	8.4275486047e-10	-6.0512469388e-09
0.02071	5.0202500010e-03	8.4234792910e-10	-6.0483250426e-09
0.02072	5.0202500010e-03	8.4194139052e-10	-6.0454059668e-09
0.02073	5.0202500010e-03	8.4153524417e-10	-6.0424897073e-09
0.02074	5.0202500010e-03	8.4112948947e-10	-6.0395762600e-09
0.02075	5.0202500010e-03	8.4072412586e-10	-6.0366656209e-09
0.02076	5.0202500010e-03	8.4031915278e-10	-6.0337577858e-09
0.02077	5.0202500010e-03	8.3991456965e-10	-6.0308527507e-09
0.02078	5.0202500010e-03	8.3951037592e-10	-6.0279505117e-09
0.02079	5.0202500010e-03	8.3910657103e-10	-6.0250510646e-09
0.0208	5.0202500010e-03	8.3870315441e-10	-6.0221544054e-09
0.02081	5.0202500010e-03	8.3830012550e-10	-6.0192605302e-09
0.02082	5.0202500010e-03	8.3789748375e-10	-6.0163694348e-09
0.02083	5.0202500010e-03	8.3749522859e-10	-6.0134811154e-09
0.02084	5.0202500010e-03	8.3709335948e-10	-6.0105955678e-09
0.02085	5.0202500010e-03	8.3669187586e-10	-6.0077127882e-09
0.02086	5.0202500010e-03	8.3629077716e-10	-6.0048327724e-09
0.02087	5.0202500010e-03	8.3589006285e-10	-6.0019555167e-09
0.02088	5.0202500010e-03	8.3548973236e-10	-5.9990810169e-09
0.02089	5.0202500010e-03	8.3508978514e-10	-5.9962092692e-09
0.0209	5.0202500010e-03	8.3469022065e-10	-5.9933402695e-09
0.02091	5.0202500010e-03	8.3429103834e-10	-5.9904740140e-09
0.02092	5.0202500010e-03	8.3389223765e-10	-5.9876104987e-09
0.02093	5.0202500010e-03	8.3349381804e-10	-5.9847497197e-09
0.02094	5.0202500010e-03	8.3309577897e-10	-5.9818916730e-09
0.02095	5.0202500010e-03	8.3269811989e-10	-5.9790363548e-09
0.02096	5.0202500010e-03	8.3230084025e-10	-5.9761837611e-09
0.02097	5.0202500010e-03	8.3190393952e-10	-5.9733338881e-09
0.02098	5.0202500010e-03	8.3150741714e-10	-5.9704867318e-09
0.02099	5.0202500010e-03	8.3111127259e-10	-5.9676422884e-09
0.021	5.0202500010e-03	8.3071550532e-10	-5.9648005539e-09
0.02101	5.0202500010e-03	8.3032011478e-10	-5.9619615247e-09
0.02102	5.0202500010e-03	8.2992510046e-10	-5.9591251966e-09
0.02103	5.0202500009e-03	8.2953046180e-10	-5.9562915660e-09
0.02104	5.0202500009e-03	8.2913619827e-10	-5.9534606289e-09
0.02105	5.0202500009e-03	8.2874230934e-10	-5.9506323816e-09
0.02106	5.0202500009e-03	8.2834879447e-10	-5.9478068202e-09
0.02107	5.0202500009e-03	8.2795565314e-10	-5.9449839408e-09
0.02108	5.0202500009e-03	8.2756288480e-10	-5.9421637397e-09
0.02109	5.0202500009e-03	8.2717048893e-10	-5.9393462130e-09
0.0211	5.0202500009e-03	8.2677846501e-10	-5.9365313570e-09
0.02111	5.0202500009e-03	8.2638681249e-10	-5.9337191678e-09
0.02112	5.0202500009e-03	8.2599553085e-10	-5.9309096417e-09
0.02113	5.0202500009e-03	8.2560461958e-10	-5.9281027749e-09
0.02114	5.0202500009e-03	8.2521407813e-10	-5.9252985635e-09
0.02115	5.0202500009e-03	8.2482390599e-10	-5.9224970039e-09
0.02116	5.0202500009e-03	8.2443410263e-10	-5.9196980923e-09
0.02117	5.0202500009e-03	8.2404466753e-10	-5.9169018249e-09
0.02118	5.0202500009e-03	8.2365560017e-10	-5.9141081980e-09
0.02119	5.0202500009e-03	8.2326690003e-10	-5.9113172078e-09
0.0212	5.0202500009e-03	8.2287856659e-10	-5.9085288506e-09
0.02121	5.0202500009e-03	8.2249059932e-10	-5.9057431227e-09
0.02122	5.0202500009e-03	8.2210299772e-10	-5.9029600204e-09
0.02123	5.0202500009e-03	8.2171576126e-10	-5.9001795399e-09
0.02124	5.0202500009e-03	8.2132888944e-10	-5.8974016776e-09
0.02125	5.0202500009e-03	8.2094238172e-10	-5.8946264298e-09
0.02126	5.0202500009e-03	8.2055623761e-10	-5.8918537927e-09
0.02127	5.0202500009e-03	8.2017045659e-10	-5.8890837627e-09
0.02128	5.0202500009e-03	8.1978503814e-10	-5.8863163361e-09
0.02129	5.0202500009e-03	8.1939998176e-10	-5.8835515093e-09
0.0213	5.0202500009e-03	8.1901528693e-10	-5.8807892785e-09
0.02131	5.0202500009e-03	8.1863095315e-10	-5.8780296402e-09
0.02132	5.0202500009e-03	8.1824697991e-10	-5.8752725907e-09
0.02133	5.0202500009e-03	8.1786336670e-10	-5.8725181263e-09
0.02134	5.0202500009e-03	8.1748011301e-10	-5.8697662433e-09
0.02135	5.0202500009e-03	8.1709721834e-10	-5.8670169383e-09
0.02136	5.0202500009e-03	8.1671468219e-10	-5.8642702075e-09
0.02137	5.0202500009e-03	8.1633250405e-10	-5.8615260474e-09
0.02138	5.0202500009e-03	8.1595068343e-10	-5.8587844543e-09
0.02139	5.0202500009e-03	8.1556921981e-10	-5.8560454246e-09
0.0214	5.0202500009e-03	8.1518811269e-10	-5.8533089548e-09
0.02141	5.0202500009e-03	8.1480736159e-10	-5.8505750412e-09
0.02142	5.0202500009e-03	8.1442696600e-10	-5.8478436803e-09
0.02143	5.0202500009e-03	8.1404692541e-10	-5.8451148685e-09
0.02144	5.0202500009e-03	8.1366723935e-10	-5.8423886023e-09
0.02145	5.0202500009e-03	8.1328790730e-10	-5.8396648780e-09
0.02146	5.0202500009e-03	8.1290892878e-10	-5.8369436921e-09
0.02147	5.0202500009e-03	8.1253030329e-10	-5.8342250411e-09
0.02148	5.0202500009e-03	8.1215203034e-10	-5.8315089215e-09
0.02149	5.0202500009e-03	8.1177410943e-10	-5.8287953296e-09
0.0215	5.0202500009e-03	8.1139654008e-10	-5.8260842620e-09
0.02151	5.0202500009e-03	8.1101932179e-10	-5.8233757152e-09
0.02152	5.0202500009e-03	8.1064245407e-10	-5.8206696855e-09
0.02153	5.0202500009e-03	8.1026593644e-10	-5.8179661697e-09
0.02154	5.0202500009e-03	8.0988976841e-10	-5.8152651640e-09
0.02155	5.0202500009e-03	8.0951394950e-10	-5.8125666651e-09
0.02156	5.0202500009e-03	8.0913847920e-10	-5.8098706694e-09
0.02157	5.0202500009e-03	8.0876335705e-10	-5.8071771735e-09
0.02158	5.0202500009e-03	8.0838858256e-10	-5.8044861739e-09
0.02159	5.0202500009e-03	8.0801415524e-10	-5.8017976671e-09
0.0216	5.0202500009e-03	8.0764007461e-10	-5.7991116497e-09
0.02161	5.0202500009e-03	8.0726634020e-10	-5.7964281181e-09
0.02162	5.0202500009e-03	8.0689295151e-10	-5.7937470691e-09
0.02163	5.0202500009e-03	8.0651990807e-10	-5.7910684990e-09
0.02164	5.0202500009e-03	8.0614720941e-10	-5.7883924045e-09
0.02165	5.0202500009e-03	8.0577485504e-10	-5.7857187821e-09
0.02166	5.0202500009e-03	8.0540284449e-10	-5.7830476285e-09
0.02167	5.0202500009e-03	8.0503117728e-10	-5.7803789401e-09
0.02168	5.0202500009e-03	8.0465985294e-10	-5.7777127137e-09
0.02169	5.0202500009e-03	8.0428887098e-10	-5.7750489457e-09
0.0217	5.0202500009e-03	8.0391823095e-10	-5.7723876329e-09
0.02171	5.0202500009e-03	8.0354793236e-10	-5.7697287717e-09
0.02172	5.0202500009e-03	8.0317797475e-10	-5.7670723588e-09
0.02173	5.0202500009e-03	8.0280835765e-10	-5.7644183908e-09
0.02174	5.0202500009e-03	8.0243908057e-10	-5.7617668644e-09
0.02175	5.0202500009e-03	8.0207014306e-10	-5.7591177762e-09
0.02176	5.0202500009e-03	8.0170154465e-10	-5.7564711228e-09
0.02177	5.0202500009e-03	8.0133328487e-10	-5.7538269009e-09
0.02178	5.0202500009e-03	8.0096536325e-10	-5.7511851071e-09
0.02179	5.0202500009e-03	8.0059777933e-10	-5.7485457381e-09
0.0218	5.0202500009e-03	8.0023053264e-10	-5.7459087905e-09
0.02181	5.0202500009e-03	7.9986362273e-10	-5.7432742610e-09
0.02182	5.0202500009e-03	7.9949704911e-10	-5.7406421463e-09
0.02183	5.0202500009e-03	7.9913081134e-10	-5.7380124431e-09
0.02184	5.0202500009e-03	7.9876490896e-10	-5.7353851480e-09
0.02185	5.0202500009e-03	7.9839934149e-10	-5.7327602578e-09
0.02186	5.0202500009e-03	7.9803410849e-10	-5.7301377691e-09
0.02187	5.0202500009e-03	7.9766920949e-10	-5.7275176787e-09
0.02188	5.0202500009e-03	7.9730464404e-10	-5.7248999832e-09
0.02189	5.0202500009e-03	7.9694041168e-10	-5.7222846794e-09
0.0219	5.0202500009e-03	7.9657651195e-10	-5.7196717641e-09
0.02191	5.0202500009e-03	7.9621294439e-10	-5.7170612338e-09
0.02192	5.0202500009e-03	7.9584970856e-10	-5.7144530854e-09
0.02193	5.0202500009e-03	7.9548680400e-10	-5.7118473157e-09
0.02194	5.0202500009e-03	7.9512423025e-10	-5.7092439213e-09
0.02195	5.0202500009e-03	7.9476198686e-10	-5.7066428990e-09
0.02196	5.0202500009e-03	7.9440007339e-10	-5.7040442456e-09
0.02197	5.0202500009e-03	7.9403848938e-10	-5.7014479578e-09
0.02198	5.0202500009e-03	7.9367723438e-10	-5.6988540324e-09
0.02199	5.0202500009e-03	7.9331630794e-10	-5.6962624663e-09
0.022	5.0202500009e-03	7.9295570962e-10	-5.6936732560e-09
0.02201	5.0202500009e-03	7.9259543897e-10	-5.6910863986e-09
0.02202	5.0202500009e-03	7.9223549553e-10	-5.6885018907e-09
0.02203	5.0202500009e-03	7.9187587888e-10	-5.6859197291e-09
0.02204	5.0202500009e-03	7.9151658855e-10	-5.6833399108e-09
0.02205	5.0202500009e-03	7.9115762411e-10	-5.6807624323e-09
0.02206	5.0202500009e-03	7.9079898512e-10	-5.6781872907e-09
0.02207	5.0202500009e-03	7.9044067112e-10	-5.6756144827e-09
0.02208	5.0202500009e-03	7.9008268169e-10	-5.6730440051e-09
0.02209	5.0202500009e-03	7.8972501637e-10	-5.6704758548e-09
0.0221	5.0202500009e-03	7.8936767473e-10	-5.6679100286e-09
0.02211	5.0202500009e-03	7.8901065634e-10	-5.6653465234e-09
0.02212	5.0202500009e-03	7.8865396074e-10	-5.6627853360e-09
0.02213	5.0202500009e-03	7.8829758751e-10	-5.6602264633e-09
0.02214	5.0202500009e-03	7.8794153621e-10	-5.6576699021e-09
0.02215	5.0202500009e-03	7.8758580639e-10	-5.6551156493e-09
0.02216	5.0202500009e-03	7.8723039764e-10	-5.6525637018e-09
0.02217	5.0202500009e-03	7.8687530950e-10	-5.6500140565e-09
0.02218	5.0202500009e-03	7.8652054155e-10	-5.6474667102e-09
0.02219	5.0202500009e-03	7.8616609336e-10	-5.6449216599e-09
0.0222	5.0202500009e-03	7.8581196449e-10	-5.6423789024e-09
0.02221	5.0202500009e-03	7.8545815451e-10	-5.6398384346e-09
0.02222	5.0202500009e-03	7.8510466299e-10	-5.6373002535e-09
0.02223	5.0202500009e-03	7.8475148950e-10	-5.6347643560e-09
0.02224	5.0202500009e-03	7.8439863362e-10	-5.6322307389e-09
0.02225	5.0202500009e-03	7.8404609491e-10	-5.6296993992e-09
0.02226	5.0202500009e-03	7.8369387294e-10	-5.6271703339e-09
0.02227	5.0202500009e-03	7.8334196729e-10	-5.6246435399e-09
0.02228	5.0202500009e-03	7.8299037754e-10	-5.6221190140e-09
0.02229	5.0202500009e-03	7.8263910326e-10	-5.6195967534e-09
0.0223	5.0202500009e-03	7.8228814402e-10	-5.6170767548e-09
0.02231	5.0202500009e-03	7.8193749940e-10	-5.6145590154e-09
0.02232	5.0202500009e-03	7.8158716898e-10	-5.6120435319e-09
0.02233	5.0202500009e-03	7.8123715234e-10	-5.6095303015e-09
0.02234	5.0202500009e-03	7.8088744904e-10	-5.6070193211e-09
0.02235	5.0202500009e-03	7.8053805869e-10	-5.6045105876e-09
0.02236	5.0202500009e-03	7.8018898084e-10	-5.6020040981e-09
0.02237	5.0202500009e-03	7.7984021509e-10	-5.5994998495e-09
0.02238	5.0202500009e-03	7.7949176102e-10	-5.5969978388e-09
0.02239	5.0202500009e-03	7.7914361821e-10	-5.5944980631e-09
0.0224	5.0202500009e-03	7.7879578623e-10	-5.5920005193e-09
0.02241	5.0202500009e-03	7.7844826469e-10	-5.5895052045e-09
0.02242	5.0202500009e-03	7.7810105315e-10	-5.5870121157e-09
0.02243	5.0202500009e-03	7.7775415121e-10	-5.5845212498e-09
0.02244	5.0202500009e-03	7.7740755845e-10	-5.5820326040e-09
0.02245	5.0202500009e-03	7.7706127446e-10	-5.5795461752e-09
0.02246	5.0202500009e-03	7.7671529883e-10	-5.5770619605e-09
0.02247	5.0202500009e-03	7.7636963114e-10	-5.5745799570e-09
0.02248	5.0202500009e-03	7.7602427098e-10	-5.5721001616e-09
0.02249	5.0202500009e-03	7.7567921795e-10	-5.5696225715e-09
0.0225	5.0202500009e-03	7.7533447163e-10	-5.5671471837e-09
0.02251	5.0202500009e-03	7.7499003161e-10	-5.5646739952e-09
0.02252	5.0202500009e-03	7.7464589750e-10	-5.5622030032e-09
0.02253	5.0202500009e-03	7.7430206887e-10	-5.5597342047e-09
0.02254	5.0202500009e-03	7.7395854533e-10	-5.5572675968e-09
0.02255	5.0202500009e-03	7.7361532646e-10	-5.5548031766e-09
0.02256	5.0202500009e-03	7.7327241186e-10	-5.5523409412e-09
0.02257	5.0202500009e-03	7.7292980114e-10	-5.5498808876e-09
0.02258	5.0202500009e-03	7.7258749387e-10	-5.5474230130e-09
0.02259	5.0202500009e-03	7.7224548967e-10	-5.5449673144e-09
0.0226	5.0202500009e-03	7.7190378813e-10	-5.5425137891e-09
0.02261	5.0202500009e-03	7.7156238884e-10	-5.5400624340e-09
0.02262	5.0202500009e-03	7.7122129141e-10	-5.5376132464e-09
0.02263	5.0202500009e-03	7.7088049543e-10	-5.5351662233e-09
0.02264	5.0202500009e-03	7.7054000051e-10	-5.5327213619e-09
0.02265	5.0202500009e-03	7.7019980625e-10	-5.5302786593e-09
0.02266	5.0202500009e-03	7.6985991225e-10	-5.5278381127e-09
0.02267	5.0202500009e-03	7.6952031811e-10	-5.5253997191e-09
0.02268	5.0202500009e-03	7.6918102344e-10	-5.5229634759e-09
0.02269	5.0202500009e-03	7.6884202784e-10	-5.5205293800e-09
0.0227	5.0202500009e-03	7.6850333091e-10	-5.5180974288e-09
0.02271	5.0202500009e-03	7.6816493226e-10	-5.5156676192e-09
0.02272	5.0202500009e-03	7.6782683150e-10	-5.5132399486e-09
0.02273	5.0202500009e-03	7.6748902823e-10	-5.5108144141e-09
0.02274	5.0202500009e-03	7.6715152206e-10	-5.5083910129e-09
0.02275	5.0202500009e-03	7.6681431260e-10	-5.5059697421e-09
0.02276	5.0202500009e-03	7.6647739946e-10	-5.5035505990e-09
0.02277	5.0202500009e-03	7.6614078224e-10	-5.5011335807e-09
0.02278	5.0202500009e-03	7.6580446056e-10	-5.4987186845e-09
0.02279	5.0202500009e-03	7.6546843403e-10	-5.4963059075e-09
0.0228	5.0202500009e-03	7.6513270227e-10	-5.4938952471e-09
0.02281	5.0202500009e-03	7.6479726487e-10	-5.4914867003e-09
0.02282	5.0202500009e-03	7.6446212146e-10	-5.4890802644e-09
0.02283	5.0202500009e-03	7.6412727164e-10	-5.4866759366e-09
0.02284	5.0202500009e-03	7.6379271505e-10	-5.4842737142e-09
0.02285	5.0202500009e-03	7.6345845128e-10	-5.4818735944e-09
0.02286	5.0202500009e-03	7.6312447995e-10	-5.4794755745e-09
0.02287	5.0202500009e-03	7.6279080068e-10	-5.4770796516e-09
0.02288	5.0202500009e-03	7.6245741310e-10	-5.4746858231e-09
0.02289	5.0202500009e-03	7.6212431680e-10	-5.4722940862e-09
0.0229	5.0202500009e-03	7.6179151143e-10	-5.4699044381e-09
0.02291	5.0202500009e-03	7.6145899658e-10	-5.4675168762e-09
0.02292	5.0202500009e-03	7.6112677189e-10	-5.4651313976e-09
0.02293	5.0202500009e-03	7.6079483697e-10	-5.4627479997e-09
0.02294	5.0202500009e-03	7.6046319144e-10	-5.4603666797e-09
0.02295	5.0202500009e-03	7.6013183493e-10	-5.4579874350e-09
0.02296	5.0202500009e-03	7.5980076706e-10	-5.4556102628e-09
0.02297	5.0202500009e-03	7.5946998745e-10	-5.4532351603e-09
0.02298	5.0202500009e-03	7.5913949572e-10	-5.4508621250e-09
0.02299	5.0202500009e-03	7.5880929150e-10	-5.4484911541e-09
0.023	5.0202500009e-03	7.5847937442e-10	-5.4461222449e-09
0.02301	5.0202500009e-03	7.5814974410e-10	-5.4437553947e-09
0.02302	5.0202500009e-03	7.5782040016e-10	-5.4413906009e-09
0.02303	5.0202500009e-03	7.5749134223e-10	-5.4390278607e-09
0.02304	5.0202500009e-03	7.5716256995e-10	-5.4366671716e-09
0.02305	5.0202500009e-03	7.5683408293e-10	-5.4343085307e-09
0.02306	5.0202500009e-03	7.5650588082e-10	-5.4319519355e-09
0.02307	5.0202500009e-03	7.5617796323e-10	-5.4295973833e-09
0.02308	5.0202500009e-03	7.5585032979e-10	-5.4272448714e-09
0.02309	5.0202500009e-03	7.5552298015e-10	-5.4248943973e-09
0.0231	5.0202500009e-03	7.5519591392e-10	-5.4225459581e-09
0.02311	5.0202500009e-03	7.5486913075e-10	-5.4201995514e-09
0.02312	5.0202500009e-03	7.5454263026e-10	-5.4178551744e-09
0.02313	5.0202500009e-03	7.5421641209e-10	-5.4155128246e-09
0.02314	5.0202500009e-03	7.5389047587e-10	-5.4131724993e-09
0.02315	5.0202500009e-03	7.5356482124e-10	-5.4108341958e-09
0.02316	5.0202500009e-03	7.5323944783e-10	-5.4084979116e-09
0.02317	5.0202500009e-03	7.5291435527e-10	-5.4061636441e-09
0.02318	5.0202500009e-03	7.5258954321e-10	-5.4038313906e-09
0.02319	5.0202500009e-03	7.5226501128e-10	-5.4015011485e-09
0.0232	5.0202500009e-03	7.5194075912e-10	-5.3991729152e-09
0.02321	5.0202500009e-03	7.5161678637e-10	-5.3968466882e-09
0.02322	5.0202500009e-03	7.5129309266e-10	-5.3945224648e-09
0.02323	5.0202500009e-03	7.5096967764e-10	-5.3922002425e-09
0.02324	5.0202500009e-03	7.5064654095e-10	-5.3898800186e-09
0.02325	5.0202500009e-03	7.5032368222e-10	-5.3875617907e-09
0.02326	5.0202500009e-03	7.5000110110e-10	-5.3852455560e-09
0.02327	5.0202500009e-03	7.4967879723e-10	-5.3829313121e-09
0.02328	5.0202500009e-03	7.4935677026e-10	-5.3806190564e-09
0.02329	5.0202500009e-03	7.4903501982e-10	-5.3783087863e-09
0.0233	5.0202500009e-03	7.4871354556e-10	-5.3760004993e-09
0.02331	5.0202500009e-03	7.4839234713e-10	-5.3736941927e-09
0.02332	5.0202500009e-03	7.4807142417e-10	-5.3713898642e-09
0.02333	5.0202500009e-03	7.4775077632e-10	-5.3690875111e-09
0.02334	5.0202500009e-03	7.4743040324e-10	-5.3667871308e-09
