# Continuity error
# Time            # Local           # Global          # Cumulative      
0.002             1.2099941274e-09	-1.2099693627e-09	-1.2099693627e-09
0.004             6.7866297843e-10	-6.7859638500e-10	-1.8885657478e-09
0.006             1.6177711953e-14	-1.6176160629e-14	-1.8885819239e-09
0.008             1.1571569254e-14	-1.1570985769e-14	-1.8885934949e-09
0.01              3.8254727905e-15	-3.8249869290e-15	-1.8885973199e-09
0.012             3.8946908229e-19	-7.6707602089e-21	-1.8885973199e-09
0.014             3.7987317804e-19	-3.3881532652e-21	-1.8885973199e-09
0.016             3.7300084352e-19	-4.6259533900e-23	-1.8885973199e-09
0.018             3.7586628032e-19	-1.1012946888e-22	-1.8885973199e-09
0.02              3.7873363786e-19	2.6319572115e-22	-1.8885973199e-09
0.022             3.7228054093e-19	-5.0998741399e-22	-1.8885973199e-09
0.024             3.7745847065e-19	-2.5041028447e-22	-1.8885973199e-09
0.026             3.7670528879e-19	-6.8423942351e-22	-1.8885973199e-09
0.028             3.7541692604e-19	1.2177195562e-22	-1.8885973199e-09
0.03              3.7476057251e-19	2.7404864555e-22	-1.8885973199e-09
0.032             3.7587075928e-19	-5.1931705730e-22	-1.8885973199e-09
0.034             3.7615878174e-19	-7.5020910076e-22	-1.8885973199e-09
0.036             3.7433508010e-19	1.5979956433e-22	-1.8885973199e-09
0.038             3.7554236895e-19	1.9608294780e-21	-1.8885973199e-09
0.04              3.7746974602e-19	3.2546116373e-22	-1.8885973199e-09
0.042             3.7850579081e-19	-5.0667816841e-22	-1.8885973199e-09
0.044             3.8400222826e-19	-1.6558370409e-22	-1.8885973199e-09
0.046             3.7092489435e-19	5.0000947095e-22	-1.8885973199e-09
0.048             3.6814715556e-19	1.2548614407e-22	-1.8885973199e-09
0.05              3.7737571557e-19	-6.3480034974e-22	-1.8885973199e-09
0.052             3.7315554327e-19	5.5830465685e-22	-1.8885973199e-09
0.054             3.7675570716e-19	3.9525786916e-22	-1.8885973199e-09
0.056             3.7556262740e-19	1.2699233343e-22	-1.8885973199e-09
0.058             3.7192073536e-19	-2.3484540265e-22	-1.8885973199e-09
0.06              3.6765291105e-19	-2.7040157209e-22	-1.8885973199e-09
0.062             3.7411579429e-19	1.0901952797e-21	-1.8885973199e-09
0.064             3.7972744411e-19	-4.0949533160e-23	-1.8885973199e-09
0.066             3.7401649193e-19	-2.7998622669e-22	-1.8885973199e-09
0.068             3.7514428165e-19	4.1824860564e-22	-1.8885973199e-09
0.07              3.7594416792e-19	7.4494810747e-23	-1.8885973199e-09
0.072             3.7710061616e-19	6.4454259335e-22	-1.8885973199e-09
0.074             3.7754238574e-19	9.2873465517e-22	-1.8885973199e-09
0.076             3.7965703967e-19	-5.0422143027e-22	-1.8885973199e-09
0.078             3.7635472277e-19	-7.0717483642e-22	-1.8885973199e-09
0.08              3.7282271046e-19	-8.6907839142e-22	-1.8885973199e-09
0.082             3.7485808346e-19	2.0958762064e-22	-1.8885973199e-09
0.084             3.7755404933e-19	9.6251724279e-22	-1.8885973199e-09
0.086             3.7242405817e-19	5.6272748654e-22	-1.8885973199e-09
0.088             3.7945107505e-19	5.9044654880e-22	-1.8885973199e-09
0.09              3.7662594612e-19	5.7504649112e-22	-1.8885973199e-09
0.092             3.6853787867e-19	-5.8524649630e-22	-1.8885973199e-09
0.094             3.7358888119e-19	-7.9364056421e-22	-1.8885973199e-09
0.096             3.7683475461e-19	5.8325605279e-23	-1.8885973199e-09
0.098             3.7352487121e-19	-6.6742161571e-22	-1.8885973199e-09
0.1               3.7415831908e-19	-7.6963994500e-23	-1.8885973199e-09
