# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
0.00056                 	smoothSolver	5.0454699999999998e-03	4.2862700000000002e-08	2	4.1348000000000001e-03	3.5118499999999998e-08	2	4.1239199999999997e-03	3.5314500000000002e-08	2	false	smoothSolver	2.9172600000000001e-03	8.6753300000000002e-06	1	true	smoothSolver	6.0358599999999997e-03	3.7163400000000002e-08	2	true	GAMG	7.5833999999999997e-03	3.8622400000000001e-04	1	true
0.00057                 	smoothSolver	5.0272700000000003e-03	4.2620199999999998e-08	2	4.1181500000000001e-03	3.4940699999999999e-08	2	4.1075000000000000e-03	3.5143200000000003e-08	2	false	smoothSolver	2.8821099999999998e-03	8.5468499999999993e-06	1	true	smoothSolver	5.9221899999999999e-03	3.6273300000000000e-08	2	true	GAMG	7.4339699999999998e-03	3.7950199999999999e-04	1	true
0.00058                 	smoothSolver	5.0090999999999998e-03	4.2381100000000000e-08	2	4.1018399999999998e-03	3.4769200000000003e-08	2	4.0914799999999998e-03	3.4975900000000003e-08	2	false	smoothSolver	2.8482199999999998e-03	8.4244000000000002e-06	1	true	smoothSolver	5.8132499999999998e-03	3.5454799999999998e-08	2	true	GAMG	7.2893500000000000e-03	3.7157800000000001e-04	1	true
0.00059                 	smoothSolver	4.9909300000000002e-03	4.2147199999999998e-08	2	4.0859800000000003e-03	3.4602500000000002e-08	2	4.0757199999999997e-03	3.4811300000000003e-08	2	false	smoothSolver	2.8156000000000001e-03	8.3053800000000004e-06	1	true	smoothSolver	5.7088399999999997e-03	3.4670099999999998e-08	2	true	GAMG	7.1615200000000002e-03	3.6690500000000000e-04	1	true
0.0006                  	smoothSolver	4.9729500000000003e-03	4.1917800000000001e-08	2	4.0703099999999997e-03	3.4435300000000000e-08	2	4.0601500000000002e-03	3.4648500000000001e-08	2	false	smoothSolver	2.7842399999999999e-03	8.1923499999999996e-06	1	true	smoothSolver	5.6089099999999999e-03	3.3926799999999999e-08	2	true	GAMG	7.0230700000000002e-03	3.5930400000000001e-04	1	true
0.00061                 	smoothSolver	4.9548900000000000e-03	4.1690200000000002e-08	2	4.0549300000000000e-03	3.4273900000000001e-08	2	4.0447900000000004e-03	3.4488100000000003e-08	2	false	smoothSolver	2.7540600000000000e-03	8.0831000000000006e-06	1	true	smoothSolver	5.5130800000000001e-03	3.3198999999999998e-08	2	true	GAMG	6.9027600000000000e-03	3.5361000000000002e-04	1	true
0.00062                 	smoothSolver	4.9368600000000004e-03	4.1463300000000002e-08	2	4.0397400000000000e-03	3.4116599999999999e-08	2	4.0295699999999997e-03	3.4330200000000001e-08	2	false	smoothSolver	2.7250199999999999e-03	7.9759900000000005e-06	1	true	smoothSolver	5.4212799999999997e-03	3.2513400000000003e-08	2	true	GAMG	6.7822400000000001e-03	3.4789400000000001e-04	1	true
0.00063                 	smoothSolver	4.9188900000000004e-03	4.1237500000000001e-08	2	4.0248300000000001e-03	3.3962899999999999e-08	2	4.0147799999999999e-03	3.4177200000000000e-08	2	false	smoothSolver	2.6970599999999998e-03	7.8732100000000001e-06	1	true	smoothSolver	5.3333399999999998e-03	3.1866799999999999e-08	2	true	GAMG	6.6645400000000000e-03	3.4340599999999998e-04	1	true
0.00064                 	smoothSolver	4.9011200000000001e-03	4.1016799999999998e-08	2	4.0101700000000004e-03	3.3811200000000002e-08	2	4.0001500000000001e-03	3.4023699999999998e-08	2	false	smoothSolver	2.6701799999999999e-03	7.7765400000000003e-06	1	true	smoothSolver	5.2489099999999999e-03	3.1258899999999997e-08	2	true	GAMG	6.5531000000000001e-03	3.3690499999999997e-04	1	true
0.00065                 	smoothSolver	4.8833300000000000e-03	4.0796100000000002e-08	2	3.9958299999999997e-03	3.3662900000000003e-08	2	3.9858400000000000e-03	3.3873500000000002e-08	2	false	smoothSolver	2.6442400000000000e-03	7.6836000000000004e-06	1	true	smoothSolver	5.1678200000000001e-03	3.0670700000000001e-08	2	true	GAMG	6.4489500000000002e-03	3.3260599999999999e-04	1	true
0.00066                 	smoothSolver	4.8653400000000001e-03	4.0575100000000003e-08	2	3.9817999999999997e-03	3.3516600000000000e-08	2	3.9718100000000001e-03	3.3726799999999997e-08	2	false	smoothSolver	2.6192099999999999e-03	7.5927700000000000e-06	1	true	smoothSolver	5.0899700000000001e-03	3.0101199999999997e-08	2	true	GAMG	6.3453499999999996e-03	3.2761200000000002e-04	1	true
0.00067                 	smoothSolver	4.8476700000000001e-03	4.0358700000000001e-08	2	3.9679900000000002e-03	3.3373899999999999e-08	2	3.9579899999999998e-03	3.3582100000000001e-08	2	false	smoothSolver	2.5950900000000000e-03	7.5077500000000002e-06	1	true	smoothSolver	5.0152199999999999e-03	2.9566900000000001e-08	2	true	GAMG	6.2417699999999998e-03	3.2193800000000002e-04	1	true
0.00068                 	smoothSolver	4.8296499999999996e-03	4.0142499999999997e-08	2	3.9543699999999996e-03	3.3231100000000000e-08	2	3.9444099999999998e-03	3.3441299999999998e-08	2	false	smoothSolver	2.5718400000000002e-03	7.4247600000000002e-06	1	true	smoothSolver	4.9433999999999997e-03	2.9043399999999999e-08	2	true	GAMG	6.1462100000000000e-03	3.1739700000000002e-04	1	true
0.00069                 	smoothSolver	4.8120899999999998e-03	3.9931299999999998e-08	2	3.9408100000000003e-03	3.3090299999999997e-08	2	3.9308800000000003e-03	3.3300900000000003e-08	2	false	smoothSolver	2.5494400000000000e-03	7.3416700000000000e-06	1	true	smoothSolver	4.8743700000000003e-03	2.8552200000000001e-08	2	true	GAMG	6.0477300000000003e-03	3.1174099999999998e-04	1	true
0.0007                  	smoothSolver	4.7943600000000001e-03	3.9719000000000000e-08	2	3.9275400000000002e-03	3.2952700000000001e-08	2	3.9175299999999998e-03	3.3163499999999998e-08	2	false	smoothSolver	2.5277699999999999e-03	7.2637900000000000e-06	1	true	smoothSolver	4.8079100000000003e-03	2.8057600000000000e-08	2	true	GAMG	5.9559900000000004e-03	3.0823400000000000e-04	1	true
0.00071                 	smoothSolver	4.7766600000000003e-03	3.9507100000000003e-08	2	3.9143700000000003e-03	3.2817000000000002e-08	2	3.9043599999999999e-03	3.3026699999999999e-08	2	false	smoothSolver	2.5068400000000002e-03	7.1884399999999999e-06	1	true	smoothSolver	4.7438999999999997e-03	2.7608199999999999e-08	2	true	GAMG	5.8674399999999998e-03	3.0356900000000001e-04	1	true
0.00072                 	smoothSolver	4.7587100000000002e-03	3.9298900000000001e-08	2	3.9015400000000002e-03	3.2684499999999997e-08	2	3.8913400000000001e-03	3.2893600000000001e-08	2	false	smoothSolver	2.4866599999999999e-03	7.1153500000000004e-06	1	true	smoothSolver	4.6823300000000002e-03	2.7166200000000001e-08	2	true	GAMG	5.7807400000000004e-03	2.9864200000000000e-04	1	true
0.00073                 	smoothSolver	4.7416400000000001e-03	3.9096199999999999e-08	2	3.8886599999999999e-03	3.2553600000000000e-08	2	3.8784100000000001e-03	3.2760200000000001e-08	2	false	smoothSolver	2.4671699999999999e-03	7.0419000000000003e-06	1	true	smoothSolver	4.6230400000000001e-03	2.6740700000000001e-08	2	true	GAMG	5.7022799999999997e-03	2.9418800000000002e-04	1	true
0.00074                 	smoothSolver	4.7238200000000001e-03	3.8892700000000000e-08	2	3.8761300000000002e-03	3.2424199999999997e-08	2	3.8658299999999998e-03	3.2630600000000001e-08	2	false	smoothSolver	2.4483600000000001e-03	6.9720000000000003e-06	1	true	smoothSolver	4.5658499999999998e-03	2.6331599999999999e-08	2	true	GAMG	5.6233100000000003e-03	2.9103199999999999e-04	1	true
0.00075                 	smoothSolver	4.7066299999999998e-03	3.8694000000000002e-08	2	3.8635000000000002e-03	3.2295699999999997e-08	2	3.8533299999999999e-03	3.2500699999999998e-08	2	false	smoothSolver	2.4302400000000002e-03	6.9040800000000000e-06	1	true	smoothSolver	4.5107500000000000e-03	2.5925700000000000e-08	2	true	GAMG	5.5362600000000003e-03	2.8551000000000000e-04	1	true
0.00076                 	smoothSolver	4.6892399999999999e-03	3.8497999999999998e-08	2	3.8511299999999999e-03	3.2169799999999999e-08	2	3.8410400000000000e-03	3.2373600000000001e-08	2	false	smoothSolver	2.4127799999999998e-03	6.8391299999999999e-06	1	true	smoothSolver	4.4575099999999996e-03	2.5539000000000001e-08	2	true	GAMG	5.4746400000000002e-03	2.8364500000000001e-04	1	true
0.00077                 	smoothSolver	4.6719300000000004e-03	3.8301599999999999e-08	2	3.8389299999999999e-03	3.2045000000000000e-08	2	3.8289600000000002e-03	3.2248499999999999e-08	2	false	smoothSolver	2.3958899999999999e-03	6.7775300000000003e-06	1	true	smoothSolver	4.4063000000000001e-03	2.5157300000000001e-08	2	true	GAMG	5.4099500000000002e-03	2.8081800000000001e-04	1	true
0.00078                 	smoothSolver	4.6545500000000004e-03	3.8105700000000001e-08	2	3.8269799999999998e-03	3.1923299999999997e-08	2	3.8169900000000001e-03	3.2125800000000002e-08	2	false	smoothSolver	2.3796999999999998e-03	6.7189000000000002e-06	1	true	smoothSolver	4.3570500000000003e-03	2.4804999999999999e-08	2	true	GAMG	5.3448200000000001e-03	2.7819800000000001e-04	1	true
0.00079                 	smoothSolver	4.6373100000000004e-03	3.7910599999999999e-08	2	3.8151999999999999e-03	3.1804400000000000e-08	2	3.8052300000000002e-03	3.2003599999999998e-08	2	false	smoothSolver	2.3640900000000001e-03	6.6613699999999999e-06	1	true	smoothSolver	4.3096000000000002e-03	2.4476099999999999e-08	2	true	GAMG	5.2752900000000002e-03	2.7452599999999998e-04	1	true
0.0008                  	smoothSolver	4.6201899999999997e-03	3.7719899999999998e-08	2	3.8035700000000000e-03	3.1686899999999999e-08	2	3.7935299999999998e-03	3.1882699999999999e-08	2	false	smoothSolver	2.3490000000000000e-03	6.6064199999999997e-06	1	true	smoothSolver	4.2638700000000003e-03	2.4153999999999999e-08	2	true	GAMG	5.2195799999999997e-03	2.7260600000000000e-04	1	true
0.00081                 	smoothSolver	4.6030799999999998e-03	3.7530400000000001e-08	2	3.7921200000000000e-03	3.1570700000000002e-08	2	3.7819799999999999e-03	3.1763099999999997e-08	2	false	smoothSolver	2.3344300000000002e-03	6.5528399999999996e-06	1	true	smoothSolver	4.2196999999999998e-03	2.3861400000000000e-08	2	true	GAMG	5.1515199999999997e-03	2.6759499999999997e-04	1	true
0.00082                 	smoothSolver	4.5860099999999997e-03	3.7341300000000000e-08	2	3.7808300000000002e-03	3.1457000000000002e-08	2	3.7704599999999998e-03	3.1645899999999999e-08	2	false	smoothSolver	2.3203700000000000e-03	6.5019100000000002e-06	1	true	smoothSolver	4.1770300000000000e-03	2.3559400000000001e-08	2	true	GAMG	5.0971400000000000e-03	2.6684600000000000e-04	1	true
0.00083                 	smoothSolver	4.5692199999999997e-03	3.7153899999999998e-08	2	3.7695099999999998e-03	3.1344400000000001e-08	2	3.7590800000000001e-03	3.1530599999999998e-08	2	false	smoothSolver	2.3067999999999999e-03	6.4519600000000000e-06	1	true	smoothSolver	4.1358000000000002e-03	2.3260300000000001e-08	2	true	GAMG	5.0396699999999996e-03	2.6455800000000002e-04	1	true
0.00084                 	smoothSolver	4.5523700000000000e-03	3.6967999999999997e-08	2	3.7583199999999999e-03	3.1234900000000003e-08	2	3.7477800000000000e-03	3.1416899999999997e-08	2	false	smoothSolver	2.2936599999999999e-03	6.4060500000000003e-06	1	true	smoothSolver	4.0959600000000001e-03	2.2983100000000000e-08	2	true	GAMG	4.9685500000000004e-03	2.5877799999999998e-04	1	true
0.00085                 	smoothSolver	4.5354799999999997e-03	3.6783099999999998e-08	2	3.7471900000000001e-03	3.1124500000000002e-08	2	3.7367600000000000e-03	3.1304799999999997e-08	2	false	smoothSolver	2.2809400000000000e-03	6.3620000000000002e-06	1	true	smoothSolver	4.0575300000000002e-03	2.2717100000000000e-08	2	true	GAMG	4.9243000000000004e-03	2.5712700000000001e-04	1	true
0.00086                 	smoothSolver	4.5185399999999997e-03	3.6599500000000003e-08	2	3.7361899999999999e-03	3.1015899999999999e-08	2	3.7257499999999999e-03	3.1194000000000001e-08	2	false	smoothSolver	2.2686600000000000e-03	6.3173300000000000e-06	1	true	smoothSolver	4.0203200000000000e-03	2.2453100000000001e-08	2	true	GAMG	4.8712000000000000e-03	2.5327900000000003e-04	1	true
0.00087                 	smoothSolver	4.5016600000000002e-03	3.6416799999999997e-08	2	3.7252900000000000e-03	3.0908500000000002e-08	2	3.7148400000000001e-03	3.1083199999999999e-08	2	false	smoothSolver	2.2567799999999999e-03	6.2738500000000001e-06	1	true	smoothSolver	3.9843600000000002e-03	2.2182599999999999e-08	2	true	GAMG	4.8101400000000001e-03	2.5006699999999998e-04	1	true
0.00088                 	smoothSolver	4.4849199999999999e-03	3.6236000000000001e-08	2	3.7144299999999999e-03	3.0801800000000003e-08	2	3.7040699999999998e-03	3.0974600000000003e-08	2	false	smoothSolver	2.2452499999999999e-03	6.2321600000000000e-06	1	true	smoothSolver	3.9496200000000000e-03	2.1943500000000001e-08	2	true	GAMG	4.7618599999999997e-03	2.4718100000000002e-04	1	true
0.00089                 	smoothSolver	4.4682000000000003e-03	3.6057399999999998e-08	2	3.7036800000000000e-03	3.0696200000000003e-08	2	3.6934300000000002e-03	3.0868500000000003e-08	2	false	smoothSolver	2.2341000000000001e-03	6.1921899999999999e-06	1	true	smoothSolver	3.9160599999999999e-03	2.1708199999999999e-08	2	true	GAMG	4.7156300000000002e-03	2.4533399999999999e-04	1	true
0.0009                  	smoothSolver	4.4515099999999997e-03	3.5881000000000002e-08	2	3.6930299999999999e-03	3.0591400000000001e-08	2	3.6828600000000000e-03	3.0762699999999999e-08	2	false	smoothSolver	2.2233100000000000e-03	6.1553100000000000e-06	1	true	smoothSolver	3.8835900000000001e-03	2.1476899999999999e-08	2	true	GAMG	4.6725899999999999e-03	2.4420200000000000e-04	1	true
0.00091                 	smoothSolver	4.4349699999999999e-03	3.5706299999999999e-08	2	3.6825199999999999e-03	3.0487199999999998e-08	2	3.6724000000000001e-03	3.0656599999999999e-08	2	false	smoothSolver	2.2128299999999998e-03	6.1174699999999999e-06	1	true	smoothSolver	3.8521800000000002e-03	2.1257500000000000e-08	2	true	GAMG	4.6309200000000002e-03	2.4142400000000001e-04	1	true
0.00092                 	smoothSolver	4.4184799999999998e-03	3.5533200000000002e-08	2	3.6721300000000000e-03	3.0384899999999998e-08	2	3.6621000000000002e-03	3.0553299999999999e-08	2	false	smoothSolver	2.2026699999999999e-03	6.0814799999999996e-06	1	true	smoothSolver	3.8218100000000001e-03	2.1045199999999998e-08	2	true	GAMG	4.5888500000000002e-03	2.3966200000000000e-04	1	true
0.00093                 	smoothSolver	4.4021700000000004e-03	3.5362200000000000e-08	2	3.6618300000000000e-03	3.0282699999999998e-08	2	3.6519299999999998e-03	3.0449899999999999e-08	2	false	smoothSolver	2.1928000000000000e-03	6.0461300000000000e-06	1	true	smoothSolver	3.7924199999999999e-03	2.0835500000000002e-08	2	true	GAMG	4.5559700000000003e-03	2.3888699999999999e-04	1	true
0.00094                 	smoothSolver	4.3857999999999996e-03	3.5192899999999997e-08	2	3.6516800000000000e-03	3.0182400000000000e-08	2	3.6417899999999998e-03	3.0345999999999999e-08	2	false	smoothSolver	2.1831699999999999e-03	6.0124799999999999e-06	1	true	smoothSolver	3.7639599999999998e-03	2.0636899999999999e-08	2	true	GAMG	4.5116200000000000e-03	2.3595199999999999e-04	1	true
0.00095                 	smoothSolver	4.3694500000000004e-03	3.5025599999999997e-08	2	3.6416399999999998e-03	3.0084699999999998e-08	2	3.6318000000000001e-03	3.0245700000000002e-08	2	false	smoothSolver	2.1738000000000000e-03	5.9775300000000003e-06	1	true	smoothSolver	3.7363700000000001e-03	2.0456400000000000e-08	2	true	GAMG	4.4628899999999997e-03	2.3311499999999999e-04	1	true
0.00096                 	smoothSolver	4.3531999999999998e-03	3.4859299999999998e-08	2	3.6316899999999999e-03	2.9987200000000000e-08	2	3.6220100000000002e-03	3.0147800000000002e-08	2	false	smoothSolver	2.1646600000000001e-03	5.9455099999999999e-06	1	true	smoothSolver	3.7096000000000000e-03	2.0276500000000000e-08	2	true	GAMG	4.4250799999999996e-03	2.3080000000000000e-04	1	true
0.00097                 	smoothSolver	4.3370300000000004e-03	3.4694400000000001e-08	2	3.6219300000000002e-03	2.9891300000000002e-08	2	3.6123700000000002e-03	3.0050000000000001e-08	2	false	smoothSolver	2.1557600000000001e-03	5.9153799999999996e-06	1	true	smoothSolver	3.6835399999999999e-03	2.0107400000000001e-08	2	true	GAMG	4.3984599999999999e-03	2.3081900000000000e-04	1	true
0.00098                 	smoothSolver	4.3208999999999999e-03	3.4531699999999998e-08	2	3.6122799999999998e-03	2.9794900000000001e-08	2	3.6027600000000000e-03	2.9952600000000002e-08	2	false	smoothSolver	2.1470500000000002e-03	5.8855800000000003e-06	1	true	smoothSolver	3.6581999999999999e-03	1.9929800000000000e-08	2	true	GAMG	4.3610599999999999e-03	2.2843500000000000e-04	1	true
0.00099                 	smoothSolver	4.3048899999999996e-03	3.4368900000000003e-08	2	3.6026800000000000e-03	2.9700300000000001e-08	2	3.5932500000000001e-03	2.9855499999999999e-08	2	false	smoothSolver	2.1385599999999999e-03	5.8576100000000003e-06	1	true	smoothSolver	3.6335500000000001e-03	1.9757599999999999e-08	2	true	GAMG	4.3291500000000004e-03	2.2647999999999999e-04	1	true
