# Momentum        
#
# Time            	(momentum_x momentum_y momentum_z)	volume            
0.01144           	(5.0202519972e-03 2.1547373378e-19 2.2294156006e-20)	5.0202519972e-03
0.01145           	(5.0202519972e-03 2.2383760133e-19 2.1858609912e-20)	5.0202519972e-03
0.01146           	(5.0202519972e-03 2.2480212804e-19 3.8069166782e-20)	5.0202519972e-03
0.01147           	(5.0202519972e-03 2.1540509926e-19 2.5683933804e-20)	5.0202519972e-03
0.01148           	(5.0202519972e-03 2.1957615004e-19 3.1055432220e-20)	5.0202519972e-03
0.01149           	(5.0202519972e-03 2.2456859187e-19 4.4054991951e-20)	5.0202519972e-03
0.0115            	(5.0202519972e-03 2.3061435815e-19 3.0242791276e-20)	5.0202519972e-03
0.01151           	(5.0202519972e-03 2.2100887481e-19 1.7352752167e-20)	5.0202519972e-03
0.01152           	(5.0202519972e-03 2.2647945237e-19 1.8823516569e-20)	5.0202519972e-03
0.01153           	(5.0202519972e-03 2.2402391536e-19 4.1421485706e-20)	5.0202519972e-03
0.01154           	(5.0202519972e-03 2.2707685775e-19 3.6608954184e-20)	5.0202519972e-03
0.01155           	(5.0202519972e-03 2.2778979968e-19 3.6854669355e-20)	5.0202519972e-03
0.01156           	(5.0202519972e-03 2.2665797170e-19 3.5197924983e-20)	5.0202519972e-03
0.01157           	(5.0202519972e-03 2.2639308816e-19 1.9972080955e-20)	5.0202519972e-03
0.01158           	(5.0202519972e-03 2.2818769610e-19 2.7800782001e-20)	5.0202519972e-03
0.01159           	(5.0202519972e-03 2.2969153229e-19 2.9805803784e-20)	5.0202519972e-03
0.0116            	(5.0202519972e-03 2.2100694560e-19 3.5698367818e-20)	5.0202519972e-03
0.01161           	(5.0202519972e-03 2.2576340278e-19 2.9256281393e-20)	5.0202519972e-03
0.01162           	(5.0202519972e-03 2.2750015483e-19 1.9301564877e-20)	5.0202519972e-03
0.01163           	(5.0202519972e-03 2.2411841081e-19 1.9260794593e-20)	5.0202519972e-03
0.01164           	(5.0202519972e-03 2.2602357116e-19 4.2520099920e-20)	5.0202519972e-03
0.01165           	(5.0202519972e-03 2.2698360778e-19 3.7496821363e-20)	5.0202519972e-03
0.01166           	(5.0202519972e-03 2.2565179186e-19 3.1356374860e-20)	5.0202519972e-03
0.01167           	(5.0202519972e-03 2.2744042933e-19 2.5608228118e-20)	5.0202519972e-03
0.01168           	(5.0202519972e-03 2.2378278985e-19 3.2070277001e-20)	5.0202519972e-03
0.01169           	(5.0202519972e-03 2.4423819645e-19 6.4015443512e-20)	5.0202519972e-03
0.0117            	(5.0202519972e-03 2.3566149245e-19 4.8771346380e-20)	5.0202519972e-03
0.01171           	(5.0202519972e-03 2.2656660771e-19 2.3415959537e-20)	5.0202519972e-03
0.01172           	(5.0202519972e-03 2.3050045936e-19 3.7487448432e-20)	5.0202519972e-03
0.01173           	(5.0202519972e-03 2.3889770867e-19 4.4553726927e-20)	5.0202519972e-03
0.01174           	(5.0202519972e-03 2.3712619279e-19 3.5386671293e-20)	5.0202519972e-03
0.01175           	(5.0202519972e-03 2.3232639272e-19 4.0964878875e-20)	5.0202519972e-03
0.01176           	(5.0202519972e-03 2.3275946899e-19 2.0856009837e-20)	5.0202519972e-03
0.01177           	(5.0202519972e-03 2.3168725699e-19 3.8435544245e-20)	5.0202519972e-03
0.01178           	(5.0202519972e-03 2.2834911427e-19 4.3117268844e-20)	5.0202519972e-03
0.01179           	(5.0202519972e-03 2.3655239382e-19 2.6165237163e-20)	5.0202519972e-03
0.0118            	(5.0202519972e-03 2.2892596600e-19 2.6225425804e-20)	5.0202519972e-03
0.01181           	(5.0202519972e-03 2.3334187821e-19 5.5485196640e-20)	5.0202519972e-03
0.01182           	(5.0202519972e-03 2.3595950926e-19 3.1816411896e-20)	5.0202519972e-03
0.01183           	(5.0202519972e-03 2.4420789096e-19 3.3947719865e-20)	5.0202519972e-03
0.01184           	(5.0202519972e-03 2.3740775305e-19 2.9479024489e-20)	5.0202519972e-03
0.01185           	(5.0202519972e-03 2.3721702668e-19 4.8468502906e-20)	5.0202519972e-03
0.01186           	(5.0202519972e-03 2.4165696437e-19 2.4237486502e-20)	5.0202519972e-03
0.01187           	(5.0202519972e-03 2.4150956476e-19 2.2390995963e-20)	5.0202519972e-03
0.01188           	(5.0202519972e-03 2.2949955123e-19 3.8419208217e-20)	5.0202519972e-03
0.01189           	(5.0202519972e-03 2.2855771396e-19 3.5408467118e-20)	5.0202519972e-03
0.0119            	(5.0202519972e-03 2.3552653284e-19 3.0984255234e-20)	5.0202519972e-03
0.01191           	(5.0202519972e-03 2.4638213797e-19 3.0725451106e-20)	5.0202519972e-03
0.01192           	(5.0202519972e-03 2.3068345858e-19 2.6543640737e-20)	5.0202519972e-03
0.01193           	(5.0202519972e-03 2.3655694851e-19 3.8449126461e-20)	5.0202519972e-03
0.01194           	(5.0202519972e-03 2.3102300327e-19 3.2842061356e-20)	5.0202519972e-03
0.01195           	(5.0202519972e-03 2.3480703378e-19 3.1805408871e-20)	5.0202519972e-03
0.01196           	(5.0202519972e-03 2.3334838964e-19 3.0805204568e-20)	5.0202519972e-03
0.01197           	(5.0202519972e-03 2.4151288960e-19 3.1440623614e-20)	5.0202519972e-03
0.01198           	(5.0202519972e-03 2.3905180335e-19 3.5159059456e-20)	5.0202519972e-03
0.01199           	(5.0202519972e-03 2.2435586168e-19 4.5185769519e-20)	5.0202519972e-03
0.012             	(5.0202519972e-03 2.3717632327e-19 3.8414654903e-20)	5.0202519972e-03
0.01201           	(5.0202519972e-03 2.3048223459e-19 3.3957149784e-20)	5.0202519972e-03
0.01202           	(5.0202519972e-03 2.3372088121e-19 6.1029822166e-21)	5.0202519972e-03
0.01203           	(5.0202519972e-03 2.2528656795e-19 5.4057942634e-20)	5.0202519972e-03
0.01204           	(5.0202519972e-03 2.3576375127e-19 2.8218981103e-20)	5.0202519972e-03
0.01205           	(5.0202519972e-03 2.3844877519e-19 2.1655555329e-20)	5.0202519972e-03
0.01206           	(5.0202519972e-03 2.3066342891e-19 1.7674308165e-20)	5.0202519972e-03
0.01207           	(5.0202519972e-03 2.3521710701e-19 1.8344199134e-20)	5.0202519972e-03
0.01208           	(5.0202519972e-03 2.3598680807e-19 3.7251283253e-20)	5.0202519972e-03
0.01209           	(5.0202519972e-03 2.3816279463e-19 5.8053777864e-20)	5.0202519972e-03
0.0121            	(5.0202519972e-03 2.2770382819e-19 3.0429222093e-20)	5.0202519972e-03
0.01211           	(5.0202519972e-03 2.3083995832e-19 2.3143643210e-20)	5.0202519972e-03
0.01212           	(5.0202519972e-03 2.2891174130e-19 5.9270862095e-20)	5.0202519972e-03
0.01213           	(5.0202519972e-03 2.3010867053e-19 3.6946307135e-20)	5.0202519972e-03
0.01214           	(5.0202519972e-03 2.2576933421e-19 2.4203384231e-20)	5.0202519972e-03
0.01215           	(5.0202519972e-03 2.3552482127e-19 2.8302306520e-20)	5.0202519972e-03
0.01216           	(5.0202519972e-03 2.3167508455e-19 2.7163421834e-20)	5.0202519972e-03
0.01217           	(5.0202519972e-03 2.2423969197e-19 4.3772167127e-20)	5.0202519972e-03
0.01218           	(5.0202519972e-03 2.3344622232e-19 3.2685117423e-20)	5.0202519972e-03
0.01219           	(5.0202519972e-03 2.3610299321e-19 3.2857155136e-20)	5.0202519972e-03
0.0122            	(5.0202519972e-03 2.3544050386e-19 3.9385756502e-20)	5.0202519972e-03
0.01221           	(5.0202519972e-03 2.3167732765e-19 3.5161937992e-20)	5.0202519972e-03
0.01222           	(5.0202519972e-03 2.3263552465e-19 4.1344409016e-20)	5.0202519972e-03
0.01223           	(5.0202519972e-03 2.3706436901e-19 2.9995363230e-20)	5.0202519972e-03
0.01224           	(5.0202519972e-03 2.3281140739e-19 4.2126605654e-20)	5.0202519972e-03
0.01225           	(5.0202519972e-03 2.2372405694e-19 2.9122794018e-20)	5.0202519972e-03
0.01226           	(5.0202519972e-03 2.3372521665e-19 5.9553935443e-20)	5.0202519972e-03
0.01227           	(5.0202519972e-03 2.2539755585e-19 4.4393686810e-20)	5.0202519972e-03
0.01228           	(5.0202519972e-03 2.2965749711e-19 4.3126384349e-20)	5.0202519972e-03
0.01229           	(5.0202519972e-03 2.2385988694e-19 3.1670167140e-20)	5.0202519972e-03
0.0123            	(5.0202519972e-03 2.2410485831e-19 4.9150479948e-20)	5.0202519972e-03
0.01231           	(5.0202519972e-03 2.1963403254e-19 4.6810271526e-20)	5.0202519972e-03
0.01232           	(5.0202519972e-03 2.3051865325e-19 3.3060667713e-20)	5.0202519972e-03
0.01233           	(5.0202519972e-03 2.2894299818e-19 2.9027183546e-20)	5.0202519972e-03
0.01234           	(5.0202519972e-03 2.2524705968e-19 2.8134987806e-20)	5.0202519972e-03
0.01235           	(5.0202519972e-03 2.2164540103e-19 5.3244397444e-20)	5.0202519972e-03
0.01236           	(5.0202519972e-03 2.2067227648e-19 4.2244498856e-20)	5.0202519972e-03
0.01237           	(5.0202519972e-03 2.2469894310e-19 3.1051698966e-20)	5.0202519972e-03
0.01238           	(5.0202519972e-03 2.2643913393e-19 3.9717412404e-20)	5.0202519972e-03
0.01239           	(5.0202519972e-03 2.2600846463e-19 3.7861039164e-20)	5.0202519972e-03
0.0124            	(5.0202519972e-03 2.1858085452e-19 4.9543084480e-20)	5.0202519972e-03
0.01241           	(5.0202519972e-03 2.2415898122e-19 5.4353380535e-20)	5.0202519972e-03
0.01242           	(5.0202519972e-03 2.2626515221e-19 3.8440952319e-20)	5.0202519972e-03
0.01243           	(5.0202519972e-03 2.1892667264e-19 4.6956055739e-20)	5.0202519972e-03
0.01244           	(5.0202519972e-03 2.2495852596e-19 5.1713211514e-20)	5.0202519972e-03
0.01245           	(5.0202519972e-03 2.2253735077e-19 5.5173768592e-20)	5.0202519972e-03
0.01246           	(5.0202519972e-03 2.1724746010e-19 4.4527057015e-20)	5.0202519972e-03
0.01247           	(5.0202519972e-03 2.1524411314e-19 5.9362339164e-20)	5.0202519972e-03
0.01248           	(5.0202519972e-03 2.1668470189e-19 4.9746316994e-20)	5.0202519972e-03
0.01249           	(5.0202519972e-03 2.1792582745e-19 5.3906460474e-20)	5.0202519972e-03
0.0125            	(5.0202519972e-03 2.2695161616e-19 5.5131169603e-20)	5.0202519972e-03
0.01251           	(5.0202519972e-03 2.1464676834e-19 5.5348260659e-20)	5.0202519972e-03
0.01252           	(5.0202519972e-03 2.2097527351e-19 6.0468176743e-20)	5.0202519972e-03
0.01253           	(5.0202519972e-03 2.1250282544e-19 7.2494361419e-20)	5.0202519972e-03
0.01254           	(5.0202519972e-03 2.1289336545e-19 5.1034574253e-20)	5.0202519972e-03
0.01255           	(5.0202519972e-03 2.2559508563e-19 6.0338896394e-20)	5.0202519972e-03
0.01256           	(5.0202519972e-03 2.1682057640e-19 5.1773307840e-20)	5.0202519972e-03
0.01257           	(5.0202519972e-03 2.1466700898e-19 5.4198227375e-20)	5.0202519972e-03
0.01258           	(5.0202519972e-03 2.1449273287e-19 5.6732840006e-20)	5.0202519972e-03
0.01259           	(5.0202519972e-03 2.1664926046e-19 3.5959662362e-20)	5.0202519972e-03
0.0126            	(5.0202519972e-03 2.0844777679e-19 3.8974917063e-20)	5.0202519972e-03
0.01261           	(5.0202519972e-03 2.1787968293e-19 5.5251560323e-20)	5.0202519972e-03
0.01262           	(5.0202519972e-03 2.2217496936e-19 7.2575154299e-20)	5.0202519972e-03
0.01263           	(5.0202519972e-03 2.1079041771e-19 4.6864215286e-20)	5.0202519972e-03
0.01264           	(5.0202519972e-03 2.1186905404e-19 3.8213064733e-20)	5.0202519972e-03
0.01265           	(5.0202519972e-03 2.1521073563e-19 6.7235272257e-20)	5.0202519972e-03
0.01266           	(5.0202519972e-03 2.2095072668e-19 5.1573638382e-20)	5.0202519972e-03
0.01267           	(5.0202519972e-03 2.1080830909e-19 4.1359360008e-20)	5.0202519972e-03
0.01268           	(5.0202519972e-03 2.1316606279e-19 3.3305453230e-20)	5.0202519972e-03
0.01269           	(5.0202519972e-03 2.0766856903e-19 5.6232943031e-20)	5.0202519972e-03
0.0127            	(5.0202519972e-03 2.0888345194e-19 3.0553110498e-20)	5.0202519972e-03
0.01271           	(5.0202519972e-03 2.0782837835e-19 4.7229866391e-20)	5.0202519972e-03
0.01272           	(5.0202519972e-03 2.1103102201e-19 6.1665870874e-20)	5.0202519972e-03
0.01273           	(5.0202519972e-03 2.0473595448e-19 2.7167267536e-20)	5.0202519972e-03
0.01274           	(5.0202519972e-03 2.0573230254e-19 4.0710219992e-20)	5.0202519972e-03
0.01275           	(5.0202519972e-03 2.1028299287e-19 4.8186599538e-20)	5.0202519972e-03
0.01276           	(5.0202519972e-03 2.0802779768e-19 5.6860591462e-20)	5.0202519972e-03
0.01277           	(5.0202519972e-03 2.1108349071e-19 4.0006010052e-20)	5.0202519972e-03
0.01278           	(5.0202519972e-03 2.1319048290e-19 4.8288120273e-20)	5.0202519972e-03
0.01279           	(5.0202519972e-03 2.0114347248e-19 4.5404594780e-20)	5.0202519972e-03
0.0128            	(5.0202519972e-03 2.1261085272e-19 5.4681443771e-20)	5.0202519972e-03
0.01281           	(5.0202519972e-03 2.0431627248e-19 3.6474946047e-20)	5.0202519972e-03
0.01282           	(5.0202519972e-03 1.9222004159e-19 3.5083134810e-20)	5.0202519972e-03
0.01283           	(5.0202519972e-03 1.9383265672e-19 4.9550070075e-20)	5.0202519972e-03
0.01284           	(5.0202519972e-03 1.9438309903e-19 4.4879072726e-20)	5.0202519972e-03
0.01285           	(5.0202519972e-03 2.0721445290e-19 4.0982376971e-20)	5.0202519972e-03
0.01286           	(5.0202519972e-03 1.9663582664e-19 7.0002409625e-20)	5.0202519972e-03
0.01287           	(5.0202519972e-03 1.9655406056e-19 6.0558830238e-20)	5.0202519972e-03
0.01288           	(5.0202519972e-03 2.0306735690e-19 5.3975535890e-20)	5.0202519972e-03
0.01289           	(5.0202519972e-03 1.9350849735e-19 4.3674893394e-20)	5.0202519972e-03
0.0129            	(5.0202519972e-03 1.9857598887e-19 4.9689520777e-20)	5.0202519972e-03
0.01291           	(5.0202519972e-03 2.0092872625e-19 4.8276226277e-20)	5.0202519972e-03
0.01292           	(5.0202519972e-03 2.0260109277e-19 4.5662154416e-20)	5.0202519972e-03
0.01293           	(5.0202519972e-03 1.9534514088e-19 5.2175916805e-20)	5.0202519972e-03
0.01294           	(5.0202519972e-03 1.9998360960e-19 5.1004986912e-20)	5.0202519972e-03
0.01295           	(5.0202519972e-03 1.9240273132e-19 8.3916623770e-20)	5.0202519972e-03
0.01296           	(5.0202519972e-03 1.9691003425e-19 6.5541960202e-20)	5.0202519972e-03
0.01297           	(5.0202519972e-03 1.8901868162e-19 6.2837259583e-20)	5.0202519972e-03
0.01298           	(5.0202519972e-03 1.9556675036e-19 6.0820235239e-20)	5.0202519972e-03
0.01299           	(5.0202519972e-03 2.0020448456e-19 4.0900621215e-20)	5.0202519972e-03
0.013             	(5.0202519972e-03 1.9306184721e-19 6.3222229664e-20)	5.0202519972e-03
0.01301           	(5.0202519972e-03 1.9640918084e-19 6.7313653127e-20)	5.0202519972e-03
0.01302           	(5.0202519972e-03 1.9277353822e-19 7.1523964606e-20)	5.0202519972e-03
0.01303           	(5.0202519972e-03 1.9873949663e-19 4.9619550231e-20)	5.0202519972e-03
0.01304           	(5.0202519972e-03 1.9672368883e-19 5.3902797885e-20)	5.0202519972e-03
0.01305           	(5.0202519972e-03 1.9386545174e-19 4.9348883099e-20)	5.0202519972e-03
0.01306           	(5.0202519972e-03 1.9897777190e-19 5.5379913799e-20)	5.0202519972e-03
0.01307           	(5.0202519972e-03 1.9718231241e-19 5.3188206540e-20)	5.0202519972e-03
0.01308           	(5.0202519972e-03 1.9177876012e-19 6.4278945326e-20)	5.0202519972e-03
0.01309           	(5.0202519972e-03 1.8960337632e-19 4.9974080227e-20)	5.0202519972e-03
0.0131            	(5.0202519972e-03 1.9389306256e-19 5.5954630733e-20)	5.0202519972e-03
0.01311           	(5.0202519972e-03 1.8792068733e-19 6.3478657636e-20)	5.0202519972e-03
0.01312           	(5.0202519972e-03 1.9665632006e-19 4.3708708709e-20)	5.0202519972e-03
0.01313           	(5.0202519972e-03 1.9291167871e-19 4.4842350381e-20)	5.0202519972e-03
0.01314           	(5.0202519972e-03 1.9418458804e-19 5.1618682129e-20)	5.0202519972e-03
0.01315           	(5.0202519972e-03 1.9897341261e-19 7.0973888123e-20)	5.0202519972e-03
0.01316           	(5.0202519972e-03 1.9201646089e-19 5.7437923731e-20)	5.0202519972e-03
0.01317           	(5.0202519972e-03 1.8831006995e-19 8.3742662686e-20)	5.0202519972e-03
0.01318           	(5.0202519972e-03 1.9133316994e-19 5.9319297538e-20)	5.0202519972e-03
0.01319           	(5.0202519972e-03 1.9392034657e-19 6.1766951991e-20)	5.0202519972e-03
0.0132            	(5.0202519972e-03 1.8843732667e-19 5.7175373087e-20)	5.0202519972e-03
0.01321           	(5.0202519972e-03 1.9844921665e-19 5.4130883245e-20)	5.0202519972e-03
0.01322           	(5.0202519972e-03 1.8677277639e-19 5.1350516545e-20)	5.0202519972e-03
0.01323           	(5.0202519972e-03 1.9415522105e-19 7.7021880561e-20)	5.0202519972e-03
0.01324           	(5.0202519972e-03 1.8626906356e-19 6.1778581868e-20)	5.0202519972e-03
0.01325           	(5.0202519972e-03 1.8661047136e-19 5.5645183315e-20)	5.0202519972e-03
0.01326           	(5.0202519972e-03 1.9406244429e-19 5.8282555398e-20)	5.0202519972e-03
0.01327           	(5.0202519972e-03 1.8621952998e-19 5.8386151412e-20)	5.0202519972e-03
0.01328           	(5.0202519972e-03 1.8761125883e-19 4.9320793406e-20)	5.0202519972e-03
0.01329           	(5.0202519972e-03 1.8610622901e-19 5.2329543467e-20)	5.0202519972e-03
0.0133            	(5.0202519972e-03 1.8974328992e-19 5.4072796702e-20)	5.0202519972e-03
0.01331           	(5.0202519972e-03 1.8102521244e-19 5.6546847811e-20)	5.0202519972e-03
0.01332           	(5.0202519972e-03 1.9318203095e-19 7.7925325566e-20)	5.0202519972e-03
0.01333           	(5.0202519972e-03 1.9126689754e-19 5.6219999823e-20)	5.0202519972e-03
0.01334           	(5.0202519972e-03 1.8485547037e-19 5.3716677861e-20)	5.0202519972e-03
0.01335           	(5.0202519972e-03 1.8488775399e-19 5.6318245044e-20)	5.0202519972e-03
0.01336           	(5.0202519972e-03 1.8912015653e-19 4.7650236246e-20)	5.0202519972e-03
0.01337           	(5.0202519972e-03 1.8001280479e-19 6.6137802469e-20)	5.0202519972e-03
0.01338           	(5.0202519972e-03 1.8429823754e-19 6.6248174379e-20)	5.0202519972e-03
0.01339           	(5.0202519972e-03 1.7598741341e-19 5.2899270829e-20)	5.0202519972e-03
0.0134            	(5.0202519972e-03 1.8111367456e-19 4.8289494466e-20)	5.0202519972e-03
0.01341           	(5.0202519972e-03 1.8618379673e-19 7.1662150982e-20)	5.0202519972e-03
0.01342           	(5.0202519972e-03 1.7441255601e-19 7.6278351960e-20)	5.0202519972e-03
0.01343           	(5.0202519972e-03 1.7526533394e-19 5.1362321288e-20)	5.0202519972e-03
0.01344           	(5.0202519972e-03 1.7393303258e-19 6.3808678457e-20)	5.0202519972e-03
0.01345           	(5.0202519972e-03 1.7642319995e-19 3.1962586647e-20)	5.0202519972e-03
0.01346           	(5.0202519972e-03 1.7845873797e-19 5.1313748434e-20)	5.0202519972e-03
0.01347           	(5.0202519972e-03 1.7869739757e-19 6.8472084356e-20)	5.0202519972e-03
0.01348           	(5.0202519972e-03 1.7295104462e-19 6.7919520833e-20)	5.0202519972e-03
0.01349           	(5.0202519972e-03 1.6490588823e-19 6.2905974633e-20)	5.0202519972e-03
0.0135            	(5.0202519972e-03 1.7080528608e-19 6.3037355334e-20)	5.0202519972e-03
0.01351           	(5.0202519972e-03 1.7719377151e-19 4.5963256722e-20)	5.0202519972e-03
0.01352           	(5.0202519972e-03 1.7262057098e-19 7.8769700233e-20)	5.0202519972e-03
0.01353           	(5.0202519972e-03 1.8425202539e-19 6.6888423497e-20)	5.0202519972e-03
0.01354           	(5.0202519972e-03 1.6930965965e-19 6.1176043255e-20)	5.0202519972e-03
0.01355           	(5.0202519972e-03 1.7407288308e-19 5.1145245358e-20)	5.0202519972e-03
0.01356           	(5.0202519972e-03 1.6980147184e-19 5.9206760110e-20)	5.0202519972e-03
0.01357           	(5.0202519972e-03 1.6663061125e-19 6.4287489891e-20)	5.0202519972e-03
0.01358           	(5.0202519972e-03 1.7297910199e-19 6.3969798317e-20)	5.0202519972e-03
0.01359           	(5.0202519972e-03 1.7134018535e-19 6.8189696358e-20)	5.0202519972e-03
0.0136            	(5.0202519972e-03 1.6173188004e-19 7.6079563292e-20)	5.0202519972e-03
0.01361           	(5.0202519972e-03 1.6972118175e-19 6.3296146047e-20)	5.0202519972e-03
0.01362           	(5.0202519972e-03 1.7490959383e-19 5.7740158629e-20)	5.0202519972e-03
0.01363           	(5.0202519972e-03 1.6926959168e-19 6.9283171329e-20)	5.0202519972e-03
0.01364           	(5.0202519972e-03 1.6694824473e-19 7.3704806191e-20)	5.0202519972e-03
0.01365           	(5.0202519972e-03 1.5908365448e-19 7.5441434412e-20)	5.0202519972e-03
0.01366           	(5.0202519972e-03 1.5919333826e-19 5.8664785534e-20)	5.0202519972e-03
0.01367           	(5.0202519972e-03 1.6624774202e-19 5.4236243368e-20)	5.0202519972e-03
0.01368           	(5.0202519972e-03 1.6571580509e-19 7.5239946263e-20)	5.0202519972e-03
0.01369           	(5.0202519972e-03 1.6567997466e-19 6.1014543699e-20)	5.0202519972e-03
0.0137            	(5.0202519972e-03 1.6739083790e-19 5.8149398443e-20)	5.0202519972e-03
0.01371           	(5.0202519972e-03 1.6272159396e-19 6.3953288623e-20)	5.0202519972e-03
0.01372           	(5.0202519972e-03 1.5411833015e-19 8.1356803305e-20)	5.0202519972e-03
0.01373           	(5.0202519972e-03 1.5580621452e-19 6.1990683650e-20)	5.0202519972e-03
0.01374           	(5.0202519972e-03 1.5883374351e-19 4.2417449401e-20)	5.0202519972e-03
0.01375           	(5.0202519972e-03 1.4907835131e-19 5.9446995028e-20)	5.0202519972e-03
0.01376           	(5.0202519972e-03 1.5266250186e-19 7.0756560069e-20)	5.0202519972e-03
0.01377           	(5.0202519972e-03 1.5067270276e-19 7.1844925386e-20)	5.0202519972e-03
0.01378           	(5.0202519972e-03 1.5782909968e-19 4.5643725322e-20)	5.0202519972e-03
0.01379           	(5.0202519972e-03 1.5483458565e-19 5.6547630604e-20)	5.0202519972e-03
0.0138            	(5.0202519972e-03 1.4918632533e-19 5.9671390073e-20)	5.0202519972e-03
0.01381           	(5.0202519972e-03 1.4781379331e-19 5.9022435007e-20)	5.0202519972e-03
0.01382           	(5.0202519972e-03 1.4698722368e-19 5.7023205316e-20)	5.0202519972e-03
0.01383           	(5.0202519972e-03 1.5139489905e-19 4.0990582671e-20)	5.0202519972e-03
0.01384           	(5.0202519972e-03 1.4491098316e-19 5.4476079945e-20)	5.0202519972e-03
0.01385           	(5.0202519972e-03 1.4790869409e-19 5.3333280918e-20)	5.0202519972e-03
0.01386           	(5.0202519972e-03 1.4304662882e-19 4.2423660470e-20)	5.0202519972e-03
0.01387           	(5.0202519972e-03 1.5291151493e-19 4.1471031163e-20)	5.0202519972e-03
0.01388           	(5.0202519972e-03 1.5030967841e-19 4.6398189816e-20)	5.0202519972e-03
0.01389           	(5.0202519972e-03 1.4038859058e-19 4.7767295516e-20)	5.0202519972e-03
0.0139            	(5.0202519972e-03 1.4683807227e-19 5.9380208056e-20)	5.0202519972e-03
0.01391           	(5.0202519972e-03 1.4136637408e-19 5.6089547398e-20)	5.0202519972e-03
0.01392           	(5.0202519972e-03 1.4397732311e-19 6.1048237117e-20)	5.0202519972e-03
0.01393           	(5.0202519972e-03 1.4229185937e-19 4.0414706311e-20)	5.0202519972e-03
0.01394           	(5.0202519972e-03 1.4553693158e-19 4.3382649808e-20)	5.0202519972e-03
0.01395           	(5.0202519972e-03 1.4353059256e-19 4.3958894350e-20)	5.0202519972e-03
0.01396           	(5.0202519972e-03 1.4760384771e-19 5.1916589219e-20)	5.0202519972e-03
0.01397           	(5.0202519972e-03 1.3664537348e-19 6.2491173503e-20)	5.0202519972e-03
0.01398           	(5.0202519972e-03 1.4355144315e-19 6.8905402489e-20)	5.0202519972e-03
0.01399           	(5.0202519972e-03 1.3892519161e-19 6.9509694414e-20)	5.0202519972e-03
0.014             	(5.0202519972e-03 1.4171299178e-19 6.6199681867e-20)	5.0202519972e-03
0.01401           	(5.0202519972e-03 1.4092436858e-19 6.0063860824e-20)	5.0202519972e-03
0.01402           	(5.0202519972e-03 1.4533239788e-19 5.6705474146e-20)	5.0202519972e-03
0.01403           	(5.0202519972e-03 1.2885169970e-19 4.7217550374e-20)	5.0202519972e-03
0.01404           	(5.0202519972e-03 1.4390417697e-19 4.8428481703e-20)	5.0202519972e-03
0.01405           	(5.0202519972e-03 1.3648595291e-19 6.0005645672e-20)	5.0202519972e-03
0.01406           	(5.0202519972e-03 1.4408366558e-19 5.0257229197e-20)	5.0202519972e-03
0.01407           	(5.0202519972e-03 1.4561189002e-19 5.4219586052e-20)	5.0202519972e-03
0.01408           	(5.0202519972e-03 1.3785740892e-19 3.9818564475e-20)	5.0202519972e-03
0.01409           	(5.0202519972e-03 1.4218901621e-19 6.6822480361e-20)	5.0202519972e-03
0.0141            	(5.0202519972e-03 1.3640225177e-19 5.1013715201e-20)	5.0202519972e-03
0.01411           	(5.0202519972e-03 1.4629381983e-19 6.1606582929e-20)	5.0202519972e-03
0.01412           	(5.0202519972e-03 1.4519164750e-19 6.4242941489e-20)	5.0202519972e-03
0.01413           	(5.0202519972e-03 1.3788210128e-19 5.7090079507e-20)	5.0202519972e-03
0.01414           	(5.0202519972e-03 1.4143566086e-19 8.4207359959e-20)	5.0202519972e-03
0.01415           	(5.0202519972e-03 1.4352415236e-19 5.9735608150e-20)	5.0202519972e-03
0.01416           	(5.0202519972e-03 1.3695277183e-19 4.2841696528e-20)	5.0202519972e-03
0.01417           	(5.0202519972e-03 1.3725544217e-19 3.6390361253e-20)	5.0202519972e-03
0.01418           	(5.0202519972e-03 1.3567024937e-19 4.6099323709e-20)	5.0202519972e-03
0.01419           	(5.0202519972e-03 1.4356092939e-19 4.9484378118e-20)	5.0202519972e-03
0.0142            	(5.0202519972e-03 1.3381646955e-19 5.4752271474e-20)	5.0202519972e-03
0.01421           	(5.0202519972e-03 1.3672492343e-19 5.7346194369e-20)	5.0202519972e-03
0.01422           	(5.0202519972e-03 1.3718271908e-19 5.0093270922e-20)	5.0202519972e-03
0.01423           	(5.0202519972e-03 1.5039015553e-19 4.5484917914e-20)	5.0202519972e-03
0.01424           	(5.0202519972e-03 1.4681685674e-19 3.4666833973e-20)	5.0202519972e-03
0.01425           	(5.0202519972e-03 1.3356756815e-19 3.6241365239e-20)	5.0202519972e-03
0.01426           	(5.0202519972e-03 1.3537931745e-19 4.2921835562e-20)	5.0202519972e-03
0.01427           	(5.0202519972e-03 1.4506247390e-19 4.6711451250e-20)	5.0202519972e-03
0.01428           	(5.0202519972e-03 1.3521640422e-19 6.5330353734e-20)	5.0202519972e-03
0.01429           	(5.0202519972e-03 1.4310027465e-19 5.7395913326e-20)	5.0202519972e-03
0.0143            	(5.0202519972e-03 1.3320445966e-19 5.2085301357e-20)	5.0202519972e-03
0.01431           	(5.0202519972e-03 1.3563723877e-19 5.2106223021e-20)	5.0202519972e-03
0.01432           	(5.0202519972e-03 1.3707767626e-19 6.0090432429e-20)	5.0202519972e-03
0.01433           	(5.0202519972e-03 1.3885663413e-19 3.8410342339e-20)	5.0202519972e-03
